Instruction,Input,Output,text
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Exploration Data System,EDS,EnvironmentalImpactPreAssessments,Preliminary assessments of environmental impacts for potential exploration sites.,Remediation Plan,RP,TEXT,NULLABLE",Remediation plan for potential impacts,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Exploration Data System,EDS,EnvironmentalImpactPreAssessments,Preliminary assessments of environmental impacts for potential exploration sites.,Remediation Plan,RP,TEXT,NULLABLE
### Response:
Remediation plan for potential impacts"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Safety Incident Tracking System,SITS,SafetyInnovationIdeas,Collection of ideas and suggestions for improving safety submitted by employees.,ReviewStatus,RS,TEXT,NULLABLE",Status of the review process for the idea/suggestion,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Safety Incident Tracking System,SITS,SafetyInnovationIdeas,Collection of ideas and suggestions for improving safety submitted by employees.,ReviewStatus,RS,TEXT,NULLABLE
### Response:
Status of the review process for the idea/suggestion"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Safety Incident Tracking System,SITS,SafetyInnovationIdeas,Collection of ideas and suggestions for improving safety submitted by employees.,ReviewerID,RID,NUMBER,NULLABLE",Unique identifier for the employee who will review the idea/suggestion,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Safety Incident Tracking System,SITS,SafetyInnovationIdeas,Collection of ideas and suggestions for improving safety submitted by employees.,ReviewerID,RID,NUMBER,NULLABLE
### Response:
Unique identifier for the employee who will review the idea/suggestion"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Production Optimization System,POS,ProductionForecastingModels,Predictive models for production forecasting incorporating historical data and predictive analytics.,Model Features,MFeatures,TEXT,NULLABLE",Features used in the production forecasting model,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Production Optimization System,POS,ProductionForecastingModels,Predictive models for production forecasting incorporating historical data and predictive analytics.,Model Features,MFeatures,TEXT,NULLABLE
### Response:
Features used in the production forecasting model"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Wellbore ID,WID,NUMBER,NOT NULLABLE",Unique identifier for each wellbore,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Wellbore ID,WID,NUMBER,NOT NULLABLE
### Response:
Unique identifier for each wellbore"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Rig ID,RIG_ID,NUMBER,NOT NULLABLE",Identifier for the drilling rig,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Rig ID,RIG_ID,NUMBER,NOT NULLABLE
### Response:
Identifier for the drilling rig"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Production Optimization System,POS,OperationalCostReductionInitiatives,Initiatives and strategies for reducing operational costs in production.,InitiativeName,InitName,TEXT,NOT NULLABLE",Name of the initiative.,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Production Optimization System,POS,OperationalCostReductionInitiatives,Initiatives and strategies for reducing operational costs in production.,InitiativeName,InitName,TEXT,NOT NULLABLE
### Response:
Name of the initiative."
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Human Resources Information System,HRIS,EmployeeProfileMaster,Comprehensive records of all employees including personal information, job roles, and employment history.,ZipCode,Zip,TEXT,NULLABLE",Zip code of the employee's residence,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Human Resources Information System,HRIS,EmployeeProfileMaster,Comprehensive records of all employees including personal information, job roles, and employment history.,ZipCode,Zip,TEXT,NULLABLE
### Response:
Zip code of the employee's residence"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Chemical Analysis Results Database,CARD,RawMaterialQualityRecords,Quality analysis of raw materials used in chemical production processes.,Parameter 2,P2,TEXT,NOT NULLABLE",Second parameter measured during analysis.,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Chemical Analysis Results Database,CARD,RawMaterialQualityRecords,Quality analysis of raw materials used in chemical production processes.,Parameter 2,P2,TEXT,NOT NULLABLE
### Response:
Second parameter measured during analysis."
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Product Quality Assurance System,PQAS,CustomerFeedbackAnalysis,Analysis of customer feedback related to product quality and satisfaction.,Resolution Date,RD,DATETIME,NULLABLE",Date when the feedback was resolved.,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Product Quality Assurance System,PQAS,CustomerFeedbackAnalysis,Analysis of customer feedback related to product quality and satisfaction.,Resolution Date,RD,DATETIME,NULLABLE
### Response:
Date when the feedback was resolved."
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Drilling Operations Database,DOD,RigEquipmentMaintenanceLogs,Maintenance logs for drilling rigs including downtime and repairs.,RepairCost,RC,NULLABLE,NULL",,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Drilling Operations Database,DOD,RigEquipmentMaintenanceLogs,Maintenance logs for drilling rigs including downtime and repairs.,RepairCost,RC,NULLABLE,NULL
### Response:
"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Refining Process Information System,RPIS,RefinerySafetyPrograms,Details of safety programs implemented in the refinery to protect workers and operations.,BudgetAllocation,NULLABLE,NUMBER,None",,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Refining Process Information System,RPIS,RefinerySafetyPrograms,Details of safety programs implemented in the refinery to protect workers and operations.,BudgetAllocation,NULLABLE,NUMBER,None
### Response:
"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Market Analysis Portal,MAP,MarketTrendsReports,Analysis reports on market trends including demand forecasts and competitor analysis.,Report Date,RD,DATETIME,NOT NULLABLE",Date when the report was generated,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Market Analysis Portal,MAP,MarketTrendsReports,Analysis reports on market trends including demand forecasts and competitor analysis.,Report Date,RD,DATETIME,NOT NULLABLE
### Response:
Date when the report was generated"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Regulatory Compliance Archive,RCA,LicenseRenewalStatus,Current status of all necessary operational licenses and their renewal dates.,LicenseAttachments,LA,TEXT,NULLABLE",Attachments related to the license (e.g.,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Regulatory Compliance Archive,RCA,LicenseRenewalStatus,Current status of all necessary operational licenses and their renewal dates.,LicenseAttachments,LA,TEXT,NULLABLE
### Response:
Attachments related to the license (e.g."
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Production Optimization System,POS,ProductionEquipmentAnalytics,Analytics on production equipment performance including uptime, maintenance schedules, and efficiency.,Operating Hours,OH,NUMBER,NULLABLE",Number of hours the equipment was in operation,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Production Optimization System,POS,ProductionEquipmentAnalytics,Analytics on production equipment performance including uptime, maintenance schedules, and efficiency.,Operating Hours,OH,NUMBER,NULLABLE
### Response:
Number of hours the equipment was in operation"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Regulatory Compliance Archive,RCA,TradeComplianceRecords,Records of trade compliance including import/export documentation,ProductDescription,PD,TEXT,NULLABLE",Description of the product being traded,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Regulatory Compliance Archive,RCA,TradeComplianceRecords,Records of trade compliance including import/export documentation,ProductDescription,PD,TEXT,NULLABLE
### Response:
Description of the product being traded"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Financial Reporting System,FRS,CapitalExpenditureTracking,Tracking of capital expenditures and their alignment with strategic objectives.,Expenditure Date,ED,DATETIME,NOT NULLABLE",The date of the capital expenditure,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Financial Reporting System,FRS,CapitalExpenditureTracking,Tracking of capital expenditures and their alignment with strategic objectives.,Expenditure Date,ED,DATETIME,NOT NULLABLE
### Response:
The date of the capital expenditure"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Logistics Optimization Software,LOS,LogisticsRiskAssessmentReports,Assessment reports on risks within the logistics and supply chain operations.,Location,LO,TEXT,NULLABLE",Specific location of the assessed logistics operation,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Logistics Optimization Software,LOS,LogisticsRiskAssessmentReports,Assessment reports on risks within the logistics and supply chain operations.,Location,LO,TEXT,NULLABLE
### Response:
Specific location of the assessed logistics operation"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Regulatory Compliance Archive,RCA,ComplianceRiskAssessments,Assessments of risks related to non-compliance with regulations.,Risk Category,RC,TEXT,NOT NULLABLE",Category of the risk,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Regulatory Compliance Archive,RCA,ComplianceRiskAssessments,Assessments of risks related to non-compliance with regulations.,Risk Category,RC,TEXT,NOT NULLABLE
### Response:
Category of the risk"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Financial Reporting System,FRS,AuditFindingsRepository,Repository of findings from internal and external financial audits.,ErrorDetails, ED,TEXT,NULLABLE", Detailed information about the error,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Financial Reporting System,FRS,AuditFindingsRepository,Repository of findings from internal and external financial audits.,ErrorDetails, ED,TEXT,NULLABLE
### Response:
 Detailed information about the error"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Regulatory Compliance Archive,RCA,EthicsViolationReports,Reports of any ethics violations and the outcomes of investigations.,ReporterEmailAddress,RepEmail,TEXT,NULLABLE",Email address of the person reporting the ethics violation.,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Regulatory Compliance Archive,RCA,EthicsViolationReports,Reports of any ethics violations and the outcomes of investigations.,ReporterEmailAddress,RepEmail,TEXT,NULLABLE
### Response:
Email address of the person reporting the ethics violation."
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Drilling Operations Database,DOD,DrillingCostManagement,Detailed cost management records for drilling operations including budget vs. actual expenses.,FuelCost,FC,NUMBER,NULLABLE",Cost of fuel consumed during the drilling operation,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Drilling Operations Database,DOD,DrillingCostManagement,Detailed cost management records for drilling operations including budget vs. actual expenses.,FuelCost,FC,NUMBER,NULLABLE
### Response:
Cost of fuel consumed during the drilling operation"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Market Analysis Portal,MAP,PricingStrategyModels,Models and analysis of pricing strategies based on market data and cost structures.,EndDate,ED,DATETIME,NULLABLE",The end date of the pricing strategy model.,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Market Analysis Portal,MAP,PricingStrategyModels,Models and analysis of pricing strategies based on market data and cost structures.,EndDate,ED,DATETIME,NULLABLE
### Response:
The end date of the pricing strategy model."
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Safety Incident Tracking System,SITS,EmergencyResponseDrillsLogs,Logs of emergency response drills conducted including effectiveness and areas for improvement.,SafetyEquipmentUsed,SEU,TEXT,NULLABLE",List of safety equipment used during the drill event,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Safety Incident Tracking System,SITS,EmergencyResponseDrillsLogs,Logs of emergency response drills conducted including effectiveness and areas for improvement.,SafetyEquipmentUsed,SEU,TEXT,NULLABLE
### Response:
List of safety equipment used during the drill event"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Regulatory Compliance Archive,RCA,LegalComplianceChecklists,Checklists used for ensuring legal compliance across various operations.,Attached Documents,AttDocs,TEXT,NULLABLE",Any documents or supporting files attached to the checklist.,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Regulatory Compliance Archive,RCA,LegalComplianceChecklists,Checklists used for ensuring legal compliance across various operations.,Attached Documents,AttDocs,TEXT,NULLABLE
### Response:
Any documents or supporting files attached to the checklist."
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Logistics Optimization Software,LOS,LogisticsRiskAssessmentReports,Assessment reports on risks within the logistics and supply chain operations.,ReportType,RT,TEXT,NOT NULLABLE",Type of the assessment report (e.g. operational,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Logistics Optimization Software,LOS,LogisticsRiskAssessmentReports,Assessment reports on risks within the logistics and supply chain operations.,ReportType,RT,TEXT,NOT NULLABLE
### Response:
Type of the assessment report (e.g. operational"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Refining Process Information System,RPIS,EmissionControlReports,Reports on emissions from refining processes including compliance with environmental standards.,Reviewer Name,ReviewerName,TEXT,NULLABLE",Name of the person or department responsible for reviewing the emissions report.,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Refining Process Information System,RPIS,EmissionControlReports,Reports on emissions from refining processes including compliance with environmental standards.,Reviewer Name,ReviewerName,TEXT,NULLABLE
### Response:
Name of the person or department responsible for reviewing the emissions report."
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Investment and Asset Management System,IAMS,CapitalBudgetingModels,Models used for capital budgeting decisions, outlining justifications for investment choices and expected returns.,InvestmentApprovalStatus,IAS,TEXT,NOT NULLABLE",Approval status of the investment choices in the model,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Investment and Asset Management System,IAMS,CapitalBudgetingModels,Models used for capital budgeting decisions, outlining justifications for investment choices and expected returns.,InvestmentApprovalStatus,IAS,TEXT,NOT NULLABLE
### Response:
Approval status of the investment choices in the model"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Drilling Operations Database,DOD,DrillingOperationalReviews,Reviews of drilling operations including successes, challenges, and lessons learned.,Geoformation Analysis,Geoformation,TEXT,NULLABLE",Analysis of geological formations encountered during the drilling operation,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Drilling Operations Database,DOD,DrillingOperationalReviews,Reviews of drilling operations including successes, challenges, and lessons learned.,Geoformation Analysis,Geoformation,TEXT,NULLABLE
### Response:
Analysis of geological formations encountered during the drilling operation"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Customer Relationship Management System,CRMS,SalesOpportunityTracking,Tracking of sales opportunities including stages, potential value, and next steps.,Status,Status,TEXT,NOT NULLABLE",Current status of the sales opportunity (e.g.,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Customer Relationship Management System,CRMS,SalesOpportunityTracking,Tracking of sales opportunities including stages, potential value, and next steps.,Status,Status,TEXT,NOT NULLABLE
### Response:
Current status of the sales opportunity (e.g."
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Financial Reporting System,FRS,InvestmentPortfolioSnapshot,Snapshot of the company's investment portfolio and its performance.,Source System Name,SOURCE_NAME,TEXT,NOT NULLABLE",Name of the source system (Financial Reporting System).,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Financial Reporting System,FRS,InvestmentPortfolioSnapshot,Snapshot of the company's investment portfolio and its performance.,Source System Name,SOURCE_NAME,TEXT,NOT NULLABLE
### Response:
Name of the source system (Financial Reporting System)."
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Environmental Impact Monitoring System,EIMS,BiodiversityImpactAssessments,Assessments of operational impacts on biodiversity in and around operational areas.,ApprovalStatus,AS,TEXT,NOT NULLABLE",The status of the assessment's approval,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Environmental Impact Monitoring System,EIMS,BiodiversityImpactAssessments,Assessments of operational impacts on biodiversity in and around operational areas.,ApprovalStatus,AS,TEXT,NOT NULLABLE
### Response:
The status of the assessment's approval"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Exploration Data System,EDS,GeologicalSampleCatalog,Catalog of geological samples collected during exploration including core samples and cuttings.,CollectorName,CN,TEXT,NULLABLE",Name of the person who collected the sample,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Exploration Data System,EDS,GeologicalSampleCatalog,Catalog of geological samples collected during exploration including core samples and cuttings.,CollectorName,CN,TEXT,NULLABLE
### Response:
Name of the person who collected the sample"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Production Optimization System,POS,FieldOptimizationProjects,Database of ongoing and completed projects aimed at optimizing field operations.,Progress,Progress,NULLABLE,NULL",,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Production Optimization System,POS,FieldOptimizationProjects,Database of ongoing and completed projects aimed at optimizing field operations.,Progress,Progress,NULLABLE,NULL
### Response:
"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Audit ID,AuditID,NUMBER,NULLABLE",Unique identifier for each audit entry,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Audit ID,AuditID,NUMBER,NULLABLE
### Response:
Unique identifier for each audit entry"
"You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 
","Safety Incident Tracking System,SITS,SafetyInnovationIdeas,Collection of ideas and suggestions for improving safety submitted by employees.,IdeaSubmissionDate,ISD,DATETIME,NOT NULLABLE",Date when the idea/suggestion was submitted,"Below is an instruction that describes a task, paired with are task that provides further context. Write a response that appropriately completes the request.

### Instruction:
You are a column description generator. Given the following examples of Source System Name, Source System Acronym, Table Name, Table Description, ColumnNames, ColumnAcronyms, DataTypes, Nullability predict the Column Description 

### Input:
Safety Incident Tracking System,SITS,SafetyInnovationIdeas,Collection of ideas and suggestions for improving safety submitted by employees.,IdeaSubmissionDate,ISD,DATETIME,NOT NULLABLE
### Response:
Date when the idea/suggestion was submitted"
